species_id,name_ja,type1,type2,base_atk,base_def,base_sta,fast_moves,charge_moves,tags,elitefast,elitecharge,evolves_to,evolves_from,generation,dex
rotom_mow,ロトム,electric,grass,204,219,137,"astonish_fast,thunder_shock_fast","ominous_wind,thunderbolt,thunder,leaf_storm",rotom_mow,,,,,,479
rotom_normal,ロトム,electric,ghost,185,159,137,"astonish_fast,thunder_shock_fast","ominous_wind,thunderbolt,thunder",rotom_normal,,,,,,479
rotom_wash,ロトム,electric,water,204,219,137,"astonish_fast,thunder_shock_fast","hydro_pump,thunderbolt,thunder",rotom_wash,,,,,,479
uxie,ユクシー,psychic,,156,270,181,"confusion_fast,extrasensory_fast","futuresight,swift,thunder",,,,,,,480
uxie_normal,ユクシー,psychic,,156,270,181,"confusion_fast,extrasensory_fast","futuresight,swift,thunder",uxie_normal,,,,,,480
mesprit,エムリット,psychic,,212,212,190,"confusion_fast,extrasensory_fast","futuresight,swift,blizzard",,,,,,,481
mesprit_normal,エムリット,psychic,,212,212,190,"confusion_fast,extrasensory_fast","futuresight,swift,blizzard",mesprit_normal,,,,,,481
azelf,アグノム,psychic,,270,151,181,"confusion_fast,extrasensory_fast","futuresight,swift,fire_blast",,,,,,,482
azelf_normal,アグノム,psychic,,270,151,181,"confusion_fast,extrasensory_fast","futuresight,swift,fire_blast",azelf_normal,,,,,,482
dialga,ディアルガ,steel,dragon,275,211,205,"dragon_breath_fast,metal_claw_fast","draco_meteor,iron_head,thunder",,,,,,,483
dialga_normal,ディアルガ,steel,dragon,275,211,205,"dragon_breath_fast,metal_claw_fast","draco_meteor,iron_head,thunder",dialga_normal,,,,,,483
dialga_origin,ディアルガ,steel,dragon,270,225,205,"dragon_breath_fast,metal_claw_fast","draco_meteor,iron_head,thunder",dialga_origin,,,,,,483
palkia,パルキア,water,dragon,280,215,189,"dragon_breath_fast,dragon_tail_fast","draco_meteor,fire_blast,hydro_pump,aqua_tail",,,,,,,484
palkia_normal,パルキア,water,dragon,280,215,189,"dragon_breath_fast,dragon_tail_fast","draco_meteor,fire_blast,hydro_pump,aqua_tail",palkia_normal,,,,,,484
palkia_origin,パルキア,water,dragon,286,223,189,"dragon_breath_fast,dragon_tail_fast","draco_meteor,fire_blast,hydro_pump,aqua_tail",palkia_origin,,,,,,484
heatran,ヒードラン,fire,steel,251,213,209,"fire_spin_fast,bug_bite_fast","fire_blast,iron_head,stone_edge,flamethrower,earth_power",,,magma_storm,,,,485
heatran_normal,ヒードラン,fire,steel,251,213,209,"fire_spin_fast,bug_bite_fast","fire_blast,iron_head,stone_edge,flamethrower,earth_power",heatran_normal,,,,,,485
regigigas,レジギガス,normal,,287,210,221,"zen_headbutt_fast,hidden_power_fast","giga_impact,focus_blast,thunder",,,crush_grip,,,,486
regigigas_normal,レジギガス,normal,,287,210,221,"zen_headbutt_fast,hidden_power_fast","giga_impact,focus_blast,thunder",regigigas_normal,,,,,,486
giratina,ギラティナ,ghost,dragon,187,225,284,"dragon_breath_fast,shadow_claw_fast","dragon_claw,ancient_power,shadow_sneak",,,shadow_force,,,,487
giratina_altered,ギラティナ,ghost,dragon,187,225,284,"dragon_breath_fast,shadow_claw_fast","dragon_claw,ancient_power,shadow_sneak",giratina_altered,,,,,,487
giratina_origin,ギラティナ,ghost,dragon,225,187,284,"dragon_tail_fast,shadow_claw_fast","dragon_pulse,ominous_wind,shadow_ball",giratina_origin,,,,,,487
cresselia,クレセリア,psychic,,152,258,260,"psycho_cut_fast,confusion_fast","aurora_beam,moonblast,futuresight",,,grass_knot,,,,488
cresselia_normal,クレセリア,psychic,,152,258,260,"psycho_cut_fast,confusion_fast","aurora_beam,moonblast,futuresight",cresselia_normal,,,,,,488
phione,フィオネ,water,,162,162,190,"waterfall_fast,bubble_fast","bubble_beam,water_pulse,surf",,,,,,,489
phione_normal,フィオネ,water,,162,162,190,"waterfall_fast,bubble_fast","bubble_beam,water_pulse,surf",phione_normal,,,,,,489
manaphy,マナフィ,water,,210,210,225,"waterfall_fast,bubble_fast","bubble_beam,psychic,surf",,,,,,,490
manaphy_normal,マナフィ,water,,210,210,225,"waterfall_fast,bubble_fast","bubble_beam,psychic,surf",manaphy_normal,,,,,,490
darkrai,ダークライ,dark,,285,198,172,"snarl_fast,feint_attack_fast","focus_blast,shadow_ball,dark_pulse",,,sludge_bomb,,,,491
darkrai_normal,ダークライ,dark,,285,198,172,"snarl_fast,feint_attack_fast","focus_blast,shadow_ball,dark_pulse",darkrai_normal,,,,,,491
shaymin,シェイミ,grass,,210,210,225,"hidden_power_fast,zen_headbutt_fast","energy_ball,grass_knot,solar_beam,seed_flare",,,,,,,492
shaymin_land,シェイミ,grass,,210,210,225,"hidden_power_fast,zen_headbutt_fast","energy_ball,grass_knot,solar_beam,seed_flare",shaymin_land,,,,,,492
shaymin_sky,シェイミ,grass,flying,261,166,225,"hidden_power_fast,zen_headbutt_fast,magical_leaf_fast","energy_ball,grass_knot,solar_beam,seed_flare",shaymin_sky,,,,,,492
arceus,アルセウス,normal,,238,238,237,"iron_tail_fast,shadow_claw_fast","futuresight,hyper_beam,outrage",,,,,,,493
arceus_bug,アルセウス,bug,,238,238,237,"iron_tail_fast,shadow_claw_fast","futuresight,hyper_beam,outrage",arceus_bug,,,,,,493
arceus_dark,アルセウス,dark,,238,238,237,"iron_tail_fast,shadow_claw_fast","futuresight,hyper_beam,outrage",arceus_dark,,,,,,493
arceus_dragon,アルセウス,dragon,,238,238,237,"iron_tail_fast,shadow_claw_fast","futuresight,hyper_beam,outrage",arceus_dragon,,,,,,493
arceus_electric,アルセウス,electric,,238,238,237,"iron_tail_fast,shadow_claw_fast","futuresight,hyper_beam,outrage",arceus_electric,,,,,,493
arceus_fairy,アルセウス,fairy,,238,238,237,"iron_tail_fast,shadow_claw_fast","futuresight,hyper_beam,outrage",arceus_fairy,,,,,,493
arceus_fighting,アルセウス,fighting,,238,238,237,"iron_tail_fast,shadow_claw_fast","futuresight,hyper_beam,outrage",arceus_fighting,,,,,,493
arceus_fire,アルセウス,fire,,238,238,237,"iron_tail_fast,shadow_claw_fast","futuresight,hyper_beam,outrage",arceus_fire,,,,,,493
arceus_flying,アルセウス,flying,,238,238,237,"iron_tail_fast,shadow_claw_fast","futuresight,hyper_beam,outrage",arceus_flying,,,,,,493
arceus_ghost,アルセウス,ghost,,238,238,237,"iron_tail_fast,shadow_claw_fast","futuresight,hyper_beam,outrage",arceus_ghost,,,,,,493
arceus_grass,アルセウス,grass,,238,238,237,"iron_tail_fast,shadow_claw_fast","futuresight,hyper_beam,outrage",arceus_grass,,,,,,493
arceus_ground,アルセウス,ground,,238,238,237,"iron_tail_fast,shadow_claw_fast","futuresight,hyper_beam,outrage",arceus_ground,,,,,,493
arceus_ice,アルセウス,ice,,238,238,237,"iron_tail_fast,shadow_claw_fast","futuresight,hyper_beam,outrage",arceus_ice,,,,,,493
arceus_normal,アルセウス,normal,,238,238,237,"iron_tail_fast,shadow_claw_fast","futuresight,hyper_beam,outrage",arceus_normal,,,,,,493
arceus_poison,アルセウス,poison,,238,238,237,"iron_tail_fast,shadow_claw_fast","futuresight,hyper_beam,outrage",arceus_poison,,,,,,493
arceus_psychic,アルセウス,psychic,,238,238,237,"iron_tail_fast,shadow_claw_fast","futuresight,hyper_beam,outrage",arceus_psychic,,,,,,493
arceus_rock,アルセウス,rock,,238,238,237,"iron_tail_fast,shadow_claw_fast","futuresight,hyper_beam,outrage",arceus_rock,,,,,,493
arceus_steel,アルセウス,steel,,238,238,237,"iron_tail_fast,shadow_claw_fast","futuresight,hyper_beam,outrage",arceus_steel,,,,,,493
arceus_water,アルセウス,water,,238,238,237,"iron_tail_fast,shadow_claw_fast","futuresight,hyper_beam,outrage",arceus_water,,,,,,493
victini,ビクティニ,psychic,fire,210,210,225,"confusion_fast,quick_attack_fast","overheat,focus_blast,psychic,v_create,psyshock",,,,,,,494
victini_normal,ビクティニ,psychic,fire,210,210,225,"confusion_fast,quick_attack_fast","overheat,focus_blast,psychic,v_create,psyshock",victini_normal,,,,,,494
snivy,ツタージャ,grass,,88,107,128,"tackle_fast,vine_whip_fast","energy_ball,seed_bomb,wrap",,,,SERVINE,,,495
snivy_normal,ツタージャ,grass,,88,107,128,"tackle_fast,vine_whip_fast","energy_ball,seed_bomb,wrap",snivy_normal,,,,,,495
servine,ジャノビー,grass,,122,152,155,"iron_tail_fast,vine_whip_fast","grass_knot,leaf_tornado,wrap",,,,SERPERIOR,SNIVY,,496
servine_normal,ジャノビー,grass,,122,152,155,"iron_tail_fast,vine_whip_fast","grass_knot,leaf_tornado,wrap",servine_normal,,,,,,496
serperior,ジャローダ,grass,,161,204,181,"iron_tail_fast,vine_whip_fast","grass_knot,leaf_tornado,aerial_ace",,,frenzy_plant,,SERVINE,,497
serperior_normal,ジャローダ,grass,,161,204,181,"iron_tail_fast,vine_whip_fast","grass_knot,leaf_tornado,aerial_ace",serperior_normal,,,,,,497
tepig,ポカブ,fire,,115,85,163,"tackle_fast,ember_fast","flame_charge,flamethrower,body_slam",,,,PIGNITE,,,498
tepig_normal,ポカブ,fire,,115,85,163,"tackle_fast,ember_fast","flame_charge,flamethrower,body_slam",tepig_normal,,,,,,498
pignite,チャオブー,fire,fighting,173,106,207,"tackle_fast,ember_fast","flame_charge,flamethrower,rock_tomb",,,,EMBOAR,TEPIG,,499
pignite_normal,チャオブー,fire,fighting,173,106,207,"tackle_fast,ember_fast","flame_charge,flamethrower,rock_tomb",pignite_normal,,,,,,499
emboar,エンブオー,fire,fighting,235,127,242,"low_kick_fast,ember_fast","heat_wave,rock_slide,focus_blast,flame_charge",,,blast_burn,,PIGNITE,,500
emboar_normal,エンブオー,fire,fighting,235,127,242,"low_kick_fast,ember_fast","heat_wave,rock_slide,focus_blast,flame_charge",emboar_normal,,,,,,500
oshawott,ミジュマル,water,,117,85,146,"tackle_fast,water_gun_fast","aqua_tail,water_pulse,night_slash",,,,DEWOTT,,,501
oshawott_normal,ミジュマル,water,,117,85,146,"tackle_fast,water_gun_fast","aqua_tail,water_pulse,night_slash",oshawott_normal,,,,,,501
dewott,フタチマル,water,,159,116,181,"fury_cutter_fast,water_gun_fast","aqua_tail,water_pulse,x_scissor",,,,SAMUROTT,OSHAWOTT,,502
dewott_normal,フタチマル,water,,159,116,181,"fury_cutter_fast,water_gun_fast","aqua_tail,water_pulse,x_scissor",dewott_normal,,,,,,502
samurott,ダイケンキ,water,,212,157,216,"fury_cutter_fast,waterfall_fast","hydro_pump,blizzard,megahorn,razor_shell,liquidation",,,hydro_cannon,,DEWOTT,,503
samurott_hisuian,ダイケンキ,water,dark,218,152,207,"waterfall_fast,fury_cutter_fast,snarl_fast","razor_shell,icy_wind,x_scissor,dark_pulse,sacred_sword",samurott_hisuian,,,,,,503
samurott_normal,ダイケンキ,water,,212,157,216,"fury_cutter_fast,waterfall_fast","hydro_pump,blizzard,megahorn,razor_shell,liquidation",samurott_normal,,,,,,503
patrat,ミネズミ,normal,,98,73,128,"tackle_fast,bite_fast","dig,hyper_fang,grass_knot",,,,WATCHOG,,,504
patrat_normal,ミネズミ,normal,,98,73,128,"tackle_fast,bite_fast","dig,hyper_fang,grass_knot",patrat_normal,,,,,,504
watchog,ミルホッグ,normal,,165,139,155,"low_kick_fast,bite_fast","crunch,hyper_fang,grass_knot",,,,,PATRAT,,505
watchog_normal,ミルホッグ,normal,,165,139,155,"low_kick_fast,bite_fast","crunch,hyper_fang,grass_knot",watchog_normal,,,,,,505
lillipup,ヨーテリー,normal,,107,86,128,"tackle_fast,take_down_fast,sand_attack_fast","thunderbolt,rock_tomb,dig",,,,HERDIER,,,506
lillipup_normal,ヨーテリー,normal,,107,86,128,"tackle_fast,take_down_fast,sand_attack_fast","thunderbolt,rock_tomb,dig",lillipup_normal,,,,,,506
herdier,ハーデリア,normal,,145,126,163,"lick_fast,take_down_fast,sand_attack_fast","thunderbolt,play_rough,dig",,,,STOUTLAND,LILLIPUP,,507
herdier_normal,ハーデリア,normal,,145,126,163,"lick_fast,take_down_fast,sand_attack_fast","thunderbolt,play_rough,dig",herdier_normal,,,,,,507
stoutland,ムーランド,normal,,206,182,198,"lick_fast,take_down_fast,ice_fang_fast,sand_attack_fast","wild_charge,play_rough,crunch",,,,,HERDIER,,508
stoutland_normal,ムーランド,normal,,206,182,198,"lick_fast,take_down_fast,ice_fang_fast,sand_attack_fast","wild_charge,play_rough,crunch",stoutland_normal,,,,,,508
purrloin,チョロネコ,dark,,98,73,121,"scratch_fast,sucker_punch_fast","night_slash,play_rough,dark_pulse",,,,LIEPARD,,,509
purrloin_normal,チョロネコ,dark,,98,73,121,"scratch_fast,sucker_punch_fast","night_slash,play_rough,dark_pulse",purrloin_normal,,,,,,509
liepard,レパルダス,dark,,187,106,162,"charm_fast,snarl_fast","gunk_shot,play_rough,dark_pulse,payback",,,,,PURRLOIN,,510
liepard_normal,レパルダス,dark,,187,106,162,"charm_fast,snarl_fast","gunk_shot,play_rough,dark_pulse,payback",liepard_normal,,,,,,510
pansage,ヤナップ,grass,,104,94,137,"scratch_fast,vine_whip_fast","energy_ball,seed_bomb,crunch",,,,SIMISAGE,,,511
pansage_normal,ヤナップ,grass,,104,94,137,"scratch_fast,vine_whip_fast","energy_ball,seed_bomb,crunch",pansage_normal,,,,,,511
simisage,ヤナッキー,grass,,206,133,181,"bite_fast,vine_whip_fast","solar_beam,grass_knot,crunch",,,,,PANSAGE,,512
simisage_normal,ヤナッキー,grass,,206,133,181,"bite_fast,vine_whip_fast","solar_beam,grass_knot,crunch",simisage_normal,,,,,,512
pansear,バオップ,fire,,104,94,137,"scratch_fast,fire_spin_fast","flame_burst,flame_charge,crunch",,,,SIMISEAR,,,513
pansear_normal,バオップ,fire,,104,94,137,"scratch_fast,fire_spin_fast","flame_burst,flame_charge,crunch",pansear_normal,,,,,,513
simisear,バオッキー,fire,,206,133,181,"bite_fast,fire_spin_fast","flamethrower,fire_blast,crunch",,,,,PANSEAR,,514
simisear_normal,バオッキー,fire,,206,133,181,"bite_fast,fire_spin_fast","flamethrower,fire_blast,crunch",simisear_normal,,,,,,514
panpour,ヒヤップ,water,,104,94,137,"scratch_fast,water_gun_fast","surf,water_pulse,crunch",,,,SIMIPOUR,,,515
panpour_normal,ヒヤップ,water,,104,94,137,"scratch_fast,water_gun_fast","surf,water_pulse,crunch",panpour_normal,,,,,,515
simipour,ヒヤッキー,water,,206,133,181,"bite_fast,water_gun_fast","surf,hydro_pump,crunch",,,,,PANPOUR,,516
simipour_normal,ヒヤッキー,water,,206,133,181,"bite_fast,water_gun_fast","surf,hydro_pump,crunch",simipour_normal,,,,,,516
munna,ムンナ,psychic,,111,92,183,"zen_headbutt_fast,charge_beam_fast","psybeam,dazzling_gleam,psyshock",,,,MUSHARNA,,,517
munna_normal,ムンナ,psychic,,111,92,183,"zen_headbutt_fast,charge_beam_fast","psybeam,dazzling_gleam,psyshock",munna_normal,,,,,,517
musharna,ムシャーナ,psychic,,183,166,253,"zen_headbutt_fast,charge_beam_fast","futuresight,dazzling_gleam,psyshock",,,,,MUNNA,,518
musharna_normal,ムシャーナ,psychic,,183,166,253,"zen_headbutt_fast,charge_beam_fast","futuresight,dazzling_gleam,psyshock",musharna_normal,,,,,,518
pidove,マメパト,normal,flying,98,80,137,"quick_attack_fast,air_slash_fast","heat_wave,aerial_ace,air_cutter",,,,TRANQUILL,,,519
pidove_normal,マメパト,normal,flying,98,80,137,"quick_attack_fast,air_slash_fast","heat_wave,aerial_ace,air_cutter",pidove_normal,,,,,,519
tranquill,ハトーボー,normal,flying,144,107,158,"air_slash_fast,steel_wing_fast","heat_wave,aerial_ace,sky_attack",,,,UNFEZANT,PIDOVE,,520
tranquill_normal,ハトーボー,normal,flying,144,107,158,"air_slash_fast,steel_wing_fast","heat_wave,aerial_ace,sky_attack",tranquill_normal,,,,,,520
unfezant,ケンホロウ,normal,flying,226,146,190,"air_slash_fast,steel_wing_fast","heat_wave,hyper_beam,sky_attack",,,,,TRANQUILL,,521
unfezant_normal,ケンホロウ,normal,flying,226,146,190,"air_slash_fast,steel_wing_fast","heat_wave,hyper_beam,sky_attack",unfezant_normal,,,,,,521
blitzle,シママ,electric,,118,64,128,"quick_attack_fast,spark_fast","flame_charge,discharge,thunderbolt",,,,ZEBSTRIKA,,,522
blitzle_normal,シママ,electric,,118,64,128,"quick_attack_fast,spark_fast","flame_charge,discharge,thunderbolt",blitzle_normal,,,,,,522
zebstrika,ゼブライカ,electric,,211,136,181,"low_kick_fast,spark_fast","flame_charge,discharge,wild_charge",,,,,BLITZLE,,523
zebstrika_normal,ゼブライカ,electric,,211,136,181,"low_kick_fast,spark_fast","flame_charge,discharge,wild_charge",zebstrika_normal,,,,,,523
roggenrola,ダンゴロ,rock,,121,110,146,"tackle_fast,smack_down_fast","bulldoze,rock_blast,stone_edge",,,,BOLDORE,,,524
roggenrola_normal,ダンゴロ,rock,,121,110,146,"tackle_fast,smack_down_fast","bulldoze,rock_blast,stone_edge",roggenrola_normal,,,,,,524
boldore,ガントル,rock,,174,143,172,"mud_slap_fast,smack_down_fast","rock_slide,bulldoze,stone_edge",,,,GIGALITH,ROGGENROLA,,525
boldore_normal,ガントル,rock,,174,143,172,"mud_slap_fast,smack_down_fast","rock_slide,bulldoze,stone_edge",boldore_normal,,,,,,525
gigalith,ギガイアス,rock,,226,201,198,"mud_slap_fast,smack_down_fast","rock_slide,solar_beam,super_power,heavy_slam",,,meteor_beam,,BOLDORE,,526
gigalith_normal,ギガイアス,rock,,226,201,198,"mud_slap_fast,smack_down_fast","rock_slide,solar_beam,super_power,heavy_slam",gigalith_normal,,,,,,526
woobat,コロモリ,psychic,flying,107,85,163,"confusion_fast,air_slash_fast","air_cutter,aerial_ace,psyshock",,,,SWOOBAT,,,527
woobat_normal,コロモリ,psychic,flying,107,85,163,"confusion_fast,air_slash_fast","air_cutter,aerial_ace,psyshock",woobat_normal,,,,,,527
swoobat,ココロモリ,psychic,flying,161,119,167,"confusion_fast,air_slash_fast","psychic,aerial_ace,futuresight,psychic_fangs,fly",,,,,WOOBAT,,528
swoobat_normal,ココロモリ,psychic,flying,161,119,167,"confusion_fast,air_slash_fast","psychic,aerial_ace,futuresight,psychic_fangs,fly",swoobat_normal,,,,,,528
drilbur,モグリュー,ground,,154,85,155,"scratch_fast,mud_slap_fast","rock_tomb,dig,drill_run",,,,EXCADRILL,,,529
drilbur_normal,モグリュー,ground,,154,85,155,"scratch_fast,mud_slap_fast","rock_tomb,dig,drill_run",drilbur_normal,,,,,,529
excadrill,ドリュウズ,ground,steel,255,129,242,"metal_claw_fast,mud_slap_fast,mud_shot_fast","rock_slide,earthquake,drill_run,iron_head,scorching_sands",,,,,DRILBUR,,530
excadrill_normal,ドリュウズ,ground,steel,255,129,242,"metal_claw_fast,mud_slap_fast,mud_shot_fast","rock_slide,earthquake,drill_run,iron_head,scorching_sands",excadrill_normal,,,,,,530
audino,タブンネ,normal,,114,163,230,"pound_fast,zen_headbutt_fast","disarming_voice,dazzling_gleam,hyper_beam,body_slam",,,,,,,531
audino_normal,タブンネ,normal,,114,163,230,"pound_fast,zen_headbutt_fast","disarming_voice,dazzling_gleam,hyper_beam,body_slam",audino_normal,,,,,,531
timburr,ドッコラー,fighting,,134,87,181,"low_kick_fast,pound_fast","low_sweep,brick_break,rock_tomb",,,,GURDURR,,,532
timburr_normal,ドッコラー,fighting,,134,87,181,"low_kick_fast,pound_fast","low_sweep,brick_break,rock_tomb",timburr_normal,,,,,,532
gurdurr,ドテッコツ,fighting,,180,134,198,"low_kick_fast,poison_jab_fast","low_sweep,brick_break,stone_edge",,,,CONKELDURR,TIMBURR,,533
gurdurr_normal,ドテッコツ,fighting,,180,134,198,"low_kick_fast,poison_jab_fast","low_sweep,brick_break,stone_edge",gurdurr_normal,,,,,,533
conkeldurr,ローブシン,fighting,,243,158,233,"counter_fast,poison_jab_fast","dynamic_punch,focus_blast,stone_edge",,,brutal_swing,,GURDURR,,534
conkeldurr_normal,ローブシン,fighting,,243,158,233,"counter_fast,poison_jab_fast","dynamic_punch,focus_blast,stone_edge",conkeldurr_normal,,,,,,534
tympole,オタマロ,water,,98,78,137,"mud_shot_fast,bubble_fast","water_pulse,mud_bomb,sludge_wave",,,,PALPITOAD,,,535
tympole_normal,オタマロ,water,,98,78,137,"mud_shot_fast,bubble_fast","water_pulse,mud_bomb,sludge_wave",tympole_normal,,,,,,535
palpitoad,ガマガル,water,ground,128,109,181,"mud_shot_fast,bubble_fast","water_pulse,earth_power,sludge_wave",,,,SEISMITOAD,TYMPOLE,,536
palpitoad_normal,ガマガル,water,ground,128,109,181,"mud_shot_fast,bubble_fast","water_pulse,earth_power,sludge_wave",palpitoad_normal,,,,,,536
seismitoad,ガマゲロゲ,water,ground,188,150,233,"mud_shot_fast,bubble_fast","muddy_water,earth_power,sludge_bomb",,,,,PALPITOAD,,537
seismitoad_normal,ガマゲロゲ,water,ground,188,150,233,"mud_shot_fast,bubble_fast","muddy_water,earth_power,sludge_bomb",seismitoad_normal,,,,,,537
throh,ナゲキ,fighting,,172,160,260,"low_kick_fast,zen_headbutt_fast","focus_blast,low_sweep,body_slam,brick_break",,,,,,,538
throh_normal,ナゲキ,fighting,,172,160,260,"low_kick_fast,zen_headbutt_fast","focus_blast,low_sweep,body_slam,brick_break",throh_normal,,,,,,538
sawk,ダゲキ,fighting,,231,153,181,"low_kick_fast,poison_jab_fast","focus_blast,low_sweep,body_slam,brick_break",,,,,,,539
sawk_normal,ダゲキ,fighting,,231,153,181,"low_kick_fast,poison_jab_fast","focus_blast,low_sweep,body_slam,brick_break",sawk_normal,,,,,,539
sewaddle,クルミル,bug,grass,96,124,128,"struggle_bug_fast,bug_bite_fast","energy_ball,seed_bomb,silver_wind",,,,SWADLOON,,,540
sewaddle_normal,クルミル,bug,grass,96,124,128,"struggle_bug_fast,bug_bite_fast","energy_ball,seed_bomb,silver_wind",sewaddle_normal,,,,,,540
swadloon,クルマユ,bug,grass,115,162,146,"struggle_bug_fast,bug_bite_fast","energy_ball,bug_buzz,silver_wind",,,,LEAVANNY,SEWADDLE,,541
swadloon_normal,クルマユ,bug,grass,115,162,146,"struggle_bug_fast,bug_bite_fast","energy_ball,bug_buzz,silver_wind",swadloon_normal,,,,,,541
leavanny,ハハコモリ,bug,grass,205,165,181,"razor_leaf_fast,bug_bite_fast","leaf_blade,x_scissor,silver_wind,leaf_storm",,shadow_claw_fast,,,SWADLOON,,542
leavanny_normal,ハハコモリ,bug,grass,205,165,181,"razor_leaf_fast,bug_bite_fast","leaf_blade,x_scissor,silver_wind,leaf_storm",leavanny_normal,,,,,,542
venipede,フシデ,bug,poison,83,99,102,"bug_bite_fast,poison_sting_fast","signal_beam,sludge_bomb,gyro_ball",,,,WHIRLIPEDE,,,543
venipede_normal,フシデ,bug,poison,83,99,102,"bug_bite_fast,poison_sting_fast","signal_beam,sludge_bomb,gyro_ball",venipede_normal,,,,,,543
whirlipede,ホイーガ,bug,poison,100,173,120,"bug_bite_fast,poison_sting_fast","signal_beam,sludge_bomb,gyro_ball",,,,SCOLIPEDE,VENIPEDE,,544
whirlipede_normal,ホイーガ,bug,poison,100,173,120,"bug_bite_fast,poison_sting_fast","signal_beam,sludge_bomb,gyro_ball",whirlipede_normal,,,,,,544
scolipede,ペンドラー,bug,poison,203,175,155,"bug_bite_fast,poison_jab_fast,poison_sting_fast","megahorn,sludge_bomb,gyro_ball,x_scissor,aqua_tail",,,,,WHIRLIPEDE,,545
scolipede_normal,ペンドラー,bug,poison,203,175,155,"bug_bite_fast,poison_jab_fast,poison_sting_fast","megahorn,sludge_bomb,gyro_ball,x_scissor,aqua_tail",scolipede_normal,,,,,,545
cottonee,モンメン,grass,fairy,71,111,120,"charm_fast,razor_leaf_fast","energy_ball,seed_bomb,grass_knot",,,,WHIMSICOTT,,,546
cottonee_normal,モンメン,grass,fairy,71,111,120,"charm_fast,razor_leaf_fast","energy_ball,seed_bomb,grass_knot",cottonee_normal,,,,,,546
whimsicott,エルフーン,grass,fairy,164,176,155,"charm_fast,razor_leaf_fast,fairy_wind_fast","grass_knot,hurricane,moonblast,seed_bomb",,,,,COTTONEE,,547
whimsicott_normal,エルフーン,grass,fairy,164,176,155,"charm_fast,razor_leaf_fast,fairy_wind_fast","grass_knot,hurricane,moonblast,seed_bomb",whimsicott_normal,,,,,,547
petilil,チュリネ,grass,,119,91,128,"charm_fast,hidden_power_fast","energy_ball,seed_bomb",,,,LILLIGANT,,,548
petilil_normal,チュリネ,grass,,119,91,128,"charm_fast,hidden_power_fast","energy_ball,seed_bomb",petilil_normal,,,,,,548
lilligant,ドレディア,grass,,214,155,172,"charm_fast,hidden_power_fast,magical_leaf_fast","petal_blizzard,hyper_beam,solar_beam",,,,,PETILIL,,549
lilligant_hisuian,ドレディア,grass,fighting,208,159,172,"magical_leaf_fast,bullet_seed_fast","petal_blizzard,close_combat,solar_beam,upper_hand",lilligant_hisuian,,,,,,549
lilligant_normal,ドレディア,grass,,214,155,172,"charm_fast,hidden_power_fast,magical_leaf_fast","petal_blizzard,hyper_beam,solar_beam",lilligant_normal,,,,,,549
basculin,バスラオ,water,,189,129,172,"tackle_fast,water_gun_fast","aqua_jet,aqua_tail,muddy_water",,,,,,,550
basculin_blue_striped,バスラオ,water,,189,129,172,"tackle_fast,water_gun_fast","aqua_jet,aqua_tail,muddy_water",basculin_blue_striped,,,,,,550
basculin_red_striped,バスラオ,water,,189,129,172,"tackle_fast,water_gun_fast","aqua_jet,aqua_tail,muddy_water",basculin_red_striped,,,,,,550
basculin_white_striped,バスラオ,water,,189,129,172,"tackle_fast,water_gun_fast","aqua_jet,aqua_tail,muddy_water",basculin_white_striped,,,,,,550
sandile,メグロコ,ground,dark,132,69,137,"bite_fast,mud_slap_fast","dig,crunch,bulldoze",,,,KROKOROK,,,551
sandile_normal,メグロコ,ground,dark,132,69,137,"bite_fast,mud_slap_fast","dig,crunch,bulldoze",sandile_normal,,,,,,551
krokorok,ワルビル,ground,dark,155,90,155,"bite_fast,mud_slap_fast","earthquake,crunch,bulldoze",,,,KROOKODILE,SANDILE,,552
krokorok_normal,ワルビル,ground,dark,155,90,155,"bite_fast,mud_slap_fast","earthquake,crunch,bulldoze",krokorok_normal,,,,,,552
krookodile,ワルビアル,ground,dark,229,158,216,"snarl_fast,mud_slap_fast","earthquake,crunch,outrage,brick_break,sand_tomb",,,,,KROKOROK,,553
krookodile_normal,ワルビアル,ground,dark,229,158,216,"snarl_fast,mud_slap_fast","earthquake,crunch,outrage,brick_break,sand_tomb",krookodile_normal,,,,,,553
darumaka,ダルマッカ,fire,,153,86,172,"tackle_fast,fire_fang_fast","fire_punch,flame_charge",,,,DARMANITAN,,,554
darumaka_galarian,ダルマッカ,ice,,153,86,172,"tackle_fast,ice_fang_fast","ice_punch,ice_beam",darumaka_galarian,,,,,,554
darumaka_normal,ダルマッカ,fire,,153,86,172,"tackle_fast,fire_fang_fast","fire_punch,flame_charge",darumaka_normal,,,,,,554
darmanitan,ヒヒダルマ,fire,,263,114,233,"tackle_fast,fire_fang_fast,incinerate_fast","overheat,focus_blast,psychic,rock_slide",,,,,DARUMAKA,,555
darmanitan_galarian_standard,ヒヒダルマ,ice,,263,114,233,"tackle_fast,ice_fang_fast","overheat,avalanche,super_power,ice_punch",darmanitan_galarian_standard,,,,,,555
darmanitan_galarian_zen,ヒヒダルマ,ice,fire,323,123,233,"tackle_fast,ice_fang_fast","overheat,avalanche,super_power,ice_punch",darmanitan_galarian_zen,,,,,,555
darmanitan_standard,ヒヒダルマ,fire,,263,114,233,"tackle_fast,fire_fang_fast,incinerate_fast","overheat,focus_blast,psychic,rock_slide",darmanitan_standard,,,,,,555
